Added By,Model,Method Used,Test Dataset,Source,Notes,Accuracy,Domain,Abrivation
Nima1313,Claude-3.5,0-shot-Direct,bAbI-15,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,97,Deduction,
Nima1313,Claude-3.5,0-shot-Direct,EntailmentBank,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,85,Deduction,
Nima1313,Claude-3.5,0-shot-Direct,RuleTaker,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,61,Deduction,
Nima1313,Claude-3.5,0-shot-Direct,FOLIO,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,81,Deduction,
Nima1313,Claude-3.5,0-shot-Direct,Leap-Of-Thought,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,55,Deduction,
Nima1313,Claude-3.5,0-shot-CoT,bAbI-15,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,100,Deduction,
Nima1313,Claude-3.5,0-shot-CoT,EntailmentBank,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,73,Deduction,
Nima1313,Claude-3.5,0-shot-CoT,RuleTaker,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,64,Deduction,
Nima1313,Claude-3.5,0-shot-CoT,FOLIO,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,84,Deduction,
Nima1313,Claude-3.5,0-shot-CoT,Leap-Of-Thought,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,53,Deduction,
Nima1313,Claude-3.5,0-shot-Direct,bAbI-16,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,80,Induction,
Nima1313,Claude-3.5,0-shot-Direct,CLUTRR,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,29,Induction,
Nima1313,Claude-3.5,0-shot-CoT,bAbI-16,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,86,Induction,
Nima1313,Claude-3.5,0-shot-CoT,CLUTRR,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,21,Induction,
Nima1313,Claude-3.5,0-shot-Direct,α-NLI,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,36,Abduction,
Nima1313,Claude-3.5,0-shot-Direct,α-NLG,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,26,Abduction,
Nima1313,Claude-3.5,0-shot-Direct,AbductiveRules,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,49,Abduction,
Nima1313,Claude-3.5,0-shot-Direct,D*Ab,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,38,Abduction,
Nima1313,Claude-3.5,0-shot-CoT,α-NLI,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,38,Abduction,
Nima1313,Claude-3.5,0-shot-CoT,α-NLG,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,14,Abduction,
Nima1313,Claude-3.5,0-shot-CoT,AbductiveRules,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,41,Abduction,
Nima1313,Claude-3.5,0-shot-CoT,D*Ab,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,27,Abduction,
Nima1313,Claude-3.5,0-shot-Direct,ReClor,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,88,MIX (A-D-I),
Nima1313,Claude-3.5,0-shot-Direct,LogiQA,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,64,MIX (A-D-I),
Nima1313,Claude-3.5,0-shot-Direct,LogiQA 2.0,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,74,MIX (A-D-I),
Nima1313,Claude-3.5,0-shot-Direct,LogiQA2NLI,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,60,MIX (A-D-I),
Nima1313,Claude-3.5,0-shot-CoT,ReClor,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,90,MIX (A-D-I),
Nima1313,Claude-3.5,0-shot-CoT,LogiQA,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,68,MIX (A-D-I),
Nima1313,Claude-3.5,0-shot-CoT,LogiQA 2.0,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,79,MIX (A-D-I),
Nima1313,Claude-3.5,0-shot-CoT,LogiQA2NLI,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,61,MIX (A-D-I),
Nima1313,GPT-4,0-shot-Direct,bAbI-15,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,98,Deduction,
Nima1313,GPT-4,0-shot-Direct,EntailmentBank,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,84,Deduction,
Nima1313,GPT-4,0-shot-Direct,RuleTaker,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,59,Deduction,
Nima1313,GPT-4,0-shot-Direct,FOLIO,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,70,Deduction,
Nima1313,GPT-4,0-shot-Direct,Leap-Of-Thought,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,75,Deduction,
Nima1313,GPT-4,0-shot-CoT,bAbI-15,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,98,Deduction,
Nima1313,GPT-4,0-shot-CoT,EntailmentBank,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,77,Deduction,
Nima1313,GPT-4,0-shot-CoT,RuleTaker,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,67,Deduction,
Nima1313,GPT-4,0-shot-CoT,FOLIO,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,69,Deduction,
Nima1313,GPT-4,0-shot-CoT,Leap-Of-Thought,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,80,Deduction,
Nima1313,GPT-4,0-shot-Direct,bAbI-16,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,91,Induction,
Nima1313,GPT-4,0-shot-Direct,CLUTRR,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,33,Induction,
Nima1313,GPT-4,0-shot-CoT,bAbI-16,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,92,Induction,
Nima1313,GPT-4,0-shot-CoT,CLUTRR,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,26,Induction,
Nima1313,GPT-4,0-shot-Direct,α-NLI,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,37,Abduction,
Nima1313,GPT-4,0-shot-Direct,α-NLG,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,29,Abduction,
Nima1313,GPT-4,0-shot-Direct,AbductiveRules,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,40,Abduction,
Nima1313,GPT-4,0-shot-Direct,D*Ab,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,35,Abduction,
Nima1313,GPT-4,0-shot-CoT,α-NLI,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,38,Abduction,
Nima1313,GPT-4,0-shot-CoT,α-NLG,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,23,Abduction,
Nima1313,GPT-4,0-shot-CoT,AbductiveRules,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,34.18,Abduction,
Nima1313,GPT-4,0-shot-CoT,D*Ab,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,33,Abduction,
Nima1313,GPT-4,0-shot-Direct,ReClor,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,88,MIX (A-D-I),
Nima1313,GPT-4,0-shot-Direct,LogiQA,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,64,MIX (A-D-I),
Nima1313,GPT-4,0-shot-Direct,LogiQA 2.0,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,81,MIX (A-D-I),
Nima1313,GPT-4,0-shot-Direct,LogiQA2NLI,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,59,MIX (A-D-I),
Nima1313,GPT-4,0-shot-CoT,ReClor,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,85,MIX (A-D-I),
Nima1313,GPT-4,0-shot-CoT,LogiQA,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,65,MIX (A-D-I),
Nima1313,GPT-4,0-shot-CoT,LogiQA 2.0,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,82,MIX (A-D-I),
Nima1313,GPT-4,0-shot-CoT,LogiQA2NLI,Are Large Language Models Really Good Logical Reasoners? A Comprehensive Evaluation and Beyond,the value represents the answer correctness. the paper has some fantastic visualizations on other metrics (like no-hallucination or being Rigorous) too.,48,MIX (A-D-I),
